iter	Passed	Remaining
1668	33229	165868
1669	33252	165866
1670	33266	165816
1671	33291	165820
1672	33305	165771
1673	33329	165770
1674	33342	165717
1675	33364	165707
1676	33379	165661
1677	33402	165659
1678	33415	165606
1679	33440	165612
1680	33455	165565
1681	33480	165570
1682	33495	165525
1683	33517	165516
1684	33529	165458
1685	33551	165450
1686	33563	165391
1687	33586	165383
1688	33598	165328
1689	33621	165320
1690	33634	165266
1691	33655	165254
1692	33668	165200
1693	33690	165192
1694	33703	165136
1695	33725	165126
1696	33737	165071
1697	33760	165066
1698	33773	165011
1699	33795	165000
1700	33808	164946
1701	33830	164938
1702	33842	164882
1703	33859	164844
1704	33882	164839
1705	33893	164780
1706	33915	164770
1707	33928	164714
1708	33951	164711
1709	33964	164658
1710	33986	164649
1711	33999	164595
1712	34021	164587
1713	34034	164532
1714	34056	164524
1715	34069	164468
1716	34091	164461
1717	34104	164406
1718	34126	164399
1719	34138	164341
1720	34160	164334
1721	34173	164277
1722	34195	164267
1723	34208	164217
1724	34231	164211
1725	34242	164150
1726	34264	164142
1727	34277	164089
1728	34300	164080
1729	34313	164031
1730	34336	164024
1731	34348	163968
1732	34371	163962
1733	34383	163907
1734	34405	163895
1735	34418	163843
1736	34440	163834
1737	34453	163781
1738	34474	163768
1739	34486	163712
1740	34508	163703
1741	34521	163651
1742	34544	163643
1743	34557	163591
1744	34579	163585
1745	34592	163530
1746	34614	163524
1747	34627	163469
1748	34648	163457
1749	34660	163400
1750	34683	163396
1751	34696	163342
1752	34718	163331
1753	34731	163281
1754	34753	163272
1755	34765	163216
1756	34787	163206
1757	34800	163154
1758	34822	163145
1759	34835	163094
1760	34858	163086
1761	34870	163031
1762	34892	163021
1763	34905	162969
1764	34926	162956
1765	34938	162901
1766	34960	162893
1767	34973	162839
1768	34995	162831
1769	35009	162784
1770	35032	162780
1771	35045	162726
1772	35067	162718
1773	35080	162667
1774	35102	162657
1775	35114	162603
1776	35138	162600
1777	35150	162544
1778	35172	162538
1779	35187	162495
1780	35211	162492
1781	35224	162441
1782	35246	162435
1783	35260	162388
1784	35285	162394
1785	35300	162350
1786	35324	162352
1787	35340	162313
1788	35364	162312
1789	35381	162281
1790	35405	162282
1791	35422	162247
1792	35447	162252
1793	35464	162220
1794	35488	162216
1795	35503	162178
1796	35525	162169
1797	35538	162118
1798	35562	162118
1799	35575	162068
1800	35597	162056
1801	35609	162003
1802	35633	161998
1803	35645	161945
1804	35667	161937
1805	35680	161887
1806	35702	161877
1807	35715	161827
1808	35738	161819
1809	35750	161768
1810	35773	161760
1811	35785	161707
1812	35808	161701
1813	35820	161646
1814	35843	161642
1815	35856	161591
1816	35879	161584
1817	35892	161535
1818	35915	161530
1819	35928	161482
1820	35951	161475
1821	35964	161424
1822	35986	161415
1823	35999	161367
1824	36022	161359
1825	36035	161309
1826	36058	161303
1827	36072	161258
1828	36095	161255
1829	36110	161212
1830	36134	161212
1831	36147	161164
1832	36170	161157
1833	36183	161109
1834	36206	161103
1835	36218	161051
1836	36240	161042
1837	36252	160987
1838	36276	160986
1839	36289	160934
1840	36311	160926
1841	36324	160876
